,num,utterance,child,age,skipped,reconstructed,bow,gold,prediction,chance,controlledscore,repetition,correctedscore
26,26,"[<__main__.Word instance at 0x115cc9d88>
 <__main__.Word instance at 0x115cc9c20>
 <__main__.Word instance at 0x115cc9e60>
 <__main__.Word instance at 0x115cc9b48>]",Alex,2_0,False,False,"[['to'], ['I', ""don't""], ['want']]",Idon'twantto,wanttoIdon't,0.166666666667,-0.182321556794,False,-0.1823215567939546
27,27,"[<__main__.Word instance at 0x115cc9ea8>
 <__main__.Word instance at 0x115cc9dd0>]",Alex,2_0,False,True,"[['a'], ['baby']]",ababy,ababy,0.5,0.69314718056,False,0.6931471805599453
28,28,[<__main__.Word instance at 0x115ccc098>],Alex,2_0,False,True,[['the']],the,the,1.0,0.0,False,-0.0
29,29,[<__main__.Word instance at 0x115ccc248>],Alex,2_0,False,True,[['oh']],oh,oh,1.0,0.0,False,-0.0
30,30,[<__main__.Word instance at 0x115ccc560>],Alex,2_0,False,True,[['a']],a,a,1.0,0.0,False,-0.0
31,31,[<__main__.Word instance at 0x115ccc5f0>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
32,32,"[<__main__.Word instance at 0x115ccc830>
 <__main__.Word instance at 0x115ccc368>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
33,33,[<__main__.Word instance at 0x115ccc7a0>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
34,34,[<__main__.Word instance at 0x115ccc758>],Alex,2_0,False,True,[['Ma']],Ma,Ma,1.0,0.0,False,-0.0
35,35,"[<__main__.Word instance at 0x115ccc908>
 <__main__.Word instance at 0x115cccc20>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
36,36,[<__main__.Word instance at 0x115ccccf8>],Alex,2_0,False,True,[['up']],up,up,1.0,0.0,False,-0.0
37,37,[<__main__.Word instance at 0x115cccdd0>],Alex,2_0,False,True,[['down']],down,down,1.0,0.0,False,-0.0
38,38,[<__main__.Word instance at 0x115cccea8>],Alex,2_0,False,True,[['up']],up,up,1.0,0.0,False,-0.0
39,39,[<__main__.Word instance at 0x115cccf80>],Alex,2_0,False,True,[['up']],up,up,1.0,0.0,False,-0.0
40,40,"[<__main__.Word instance at 0x115ccce18>
 <__main__.Word instance at 0x115cccfc8>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
41,41,[<__main__.Word instance at 0x115cccbd8>],Alex,2_0,False,True,[['a']],a,a,1.0,0.0,False,-0.0
42,42,[<__main__.Word instance at 0x115cd0170>],Alex,2_0,False,True,[['b']],b,b,1.0,0.0,False,-0.0
43,43,"[<__main__.Word instance at 0x115cd00e0>
 <__main__.Word instance at 0x115cd0320>]",Alex,2_0,False,False,"[[""where's""], ['it']]",where'sit,itwhere's,0.5,-0.69314718056,False,-0.6931471805599453
44,44,[<__main__.Word instance at 0x115cd03b0>],Alex,2_0,False,True,[['please']],please,please,1.0,0.0,False,-0.0
45,45,[<__main__.Word instance at 0x115cd0680>],Alex,2_0,False,True,[['that']],that,that,1.0,0.0,False,-0.0
46,46,[<__main__.Word instance at 0x115cd07e8>],Alex,2_0,False,True,[['star']],star,star,1.0,0.0,False,-0.0
47,47,[<__main__.Word instance at 0x115cd0878>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
48,48,[<__main__.Word instance at 0x115cd0998>],Alex,2_0,False,True,[['purple']],purple,purple,1.0,0.0,False,-0.0
49,49,[<__main__.Word instance at 0x115cd0a70>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
50,50,[<__main__.Word instance at 0x115cd0b90>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
51,51,[<__main__.Word instance at 0x115cd0c20>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
52,52,[<__main__.Word instance at 0x115cd0cf8>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
53,53,[<__main__.Word instance at 0x115cd0dd0>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
54,54,[<__main__.Word instance at 0x115cd0ea8>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
55,55,[<__main__.Word instance at 0x115cd0e18>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
56,56,[<__main__.Word instance at 0x115cd07a0>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
57,57,[<__main__.Word instance at 0x115cd3128>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
58,58,[<__main__.Word instance at 0x115cd3290>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
59,59,[<__main__.Word instance at 0x115cd3200>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
60,60,[<__main__.Word instance at 0x115cd33f8>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
61,61,[<__main__.Word instance at 0x115cd37a0>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
62,62,[<__main__.Word instance at 0x115cd3830>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
63,63,[<__main__.Word instance at 0x115cd3a70>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
64,64,[<__main__.Word instance at 0x115cd3b00>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
65,65,[<__main__.Word instance at 0x115cd3bd8>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
66,66,[<__main__.Word instance at 0x115cd3c68>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
67,67,[<__main__.Word instance at 0x115cd3e18>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
68,68,[<__main__.Word instance at 0x115cd3dd0>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
69,69,[<__main__.Word instance at 0x115cd3f80>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
70,70,[<__main__.Word instance at 0x115cd39e0>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
71,71,[<__main__.Word instance at 0x115cd3ea8>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
72,72,"[<__main__.Word instance at 0x115cd7170>
 <__main__.Word instance at 0x115cd7248>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
73,73,[<__main__.Word instance at 0x115cd71b8>],Alex,2_0,False,True,[['Mom']],Mom,Mom,1.0,0.0,False,-0.0
74,74,"[<__main__.Word instance at 0x115cd7290>
 <__main__.Word instance at 0x115cd7488>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
75,75,[<__main__.Word instance at 0x115cd7710>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
76,76,[<__main__.Word instance at 0x115cd7908>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
77,77,[<__main__.Word instance at 0x115cd7998>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
78,78,[<__main__.Word instance at 0x115cd7b90>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
79,79,"[<__main__.Word instance at 0x115cd7c68>
 <__main__.Word instance at 0x115cd78c0>
 <__main__.Word instance at 0x115cd7d40>]",Alex,2_0,False,False,"[['Mommy'], ['oh'], ['yeah']]",ohyeahMommy,Mommyohyeah,0.166666666667,-0.182321556794,False,-0.1823215567939546
80,80,[<__main__.Word instance at 0x115cd7dd0>],Alex,2_0,False,True,[['that']],that,that,1.0,0.0,False,-0.0
81,81,[<__main__.Word instance at 0x115cd7fc8>],Alex,2_0,False,True,[['what']],what,what,1.0,0.0,False,-0.0
82,82,[<__main__.Word instance at 0x115cd7b48>],Alex,2_0,False,True,[['that']],that,that,1.0,0.0,False,-0.0
83,83,[<__main__.Word instance at 0x115cd70e0>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
84,84,[<__main__.Word instance at 0x115cda290>],Alex,2_0,False,True,[['Mom']],Mom,Mom,1.0,0.0,False,-0.0
85,85,[<__main__.Word instance at 0x115cda368>],Alex,2_0,False,True,[['eight']],eight,eight,1.0,0.0,False,-0.0
86,86,"[<__main__.Word instance at 0x115cda518>
 <__main__.Word instance at 0x115cda3b0>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
87,87,"[<__main__.Word instance at 0x115cda2d8>
 <__main__.Word instance at 0x115cda7e8>]",Alex,2_0,False,True,"[['right'], ['there']]",rightthere,rightthere,0.5,0.69314718056,False,0.6931471805599453
88,88,[<__main__.Word instance at 0x115cda878>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
89,89,[<__main__.Word instance at 0x115cda908>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
90,90,"[<__main__.Word instance at 0x115cda9e0>
 <__main__.Word instance at 0x115cda710>]",Alex,2_0,False,True,"[['one'], ['two']]",onetwo,onetwo,0.5,0.69314718056,False,0.6931471805599453
91,91,"[<__main__.Word instance at 0x115cdab48>
 <__main__.Word instance at 0x115cdae60>]",Alex,2_0,False,True,"[['one'], ['that']]",thatone,thatone,0.5,0.69314718056,False,0.6931471805599453
92,92,[<__main__.Word instance at 0x115cdaef0>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
93,93,"[<__main__.Word instance at 0x115cdd248>
 <__main__.Word instance at 0x115cdd098>]",Alex,2_0,False,False,"[['one'], ['oh']]",ohone,oneoh,0.5,-0.69314718056,False,-0.6931471805599453
94,94,"[<__main__.Word instance at 0x115cdd1b8>
 <__main__.Word instance at 0x115cdd488>
 <__main__.Word instance at 0x115cdd368>]",Alex,2_0,False,True,"[['let'], ['me'], ['see']]",letmesee,letmesee,0.166666666667,1.79175946923,False,1.791759469228055
95,95,"[<__main__.Word instance at 0x115cdd518>
 <__main__.Word instance at 0x115cdd758>
 <__main__.Word instance at 0x115cdd440>]",Alex,2_0,False,True,"[['let'], ['me'], ['see']]",letmesee,letmesee,0.166666666667,1.79175946923,False,1.791759469228055
96,96,[<__main__.Word instance at 0x115cdd128>],Alex,2_0,False,True,[['ooh']],ooh,ooh,1.0,0.0,False,-0.0
97,97,[<__main__.Word instance at 0x115cddb00>],Alex,2_0,False,True,[['Elmo']],Elmo,Elmo,1.0,0.0,False,-0.0
98,98,[<__main__.Word instance at 0x115cdd6c8>],Alex,2_0,False,True,[['Elmo']],Elmo,Elmo,1.0,0.0,False,-0.0
99,99,"[<__main__.Word instance at 0x115cddd40>
 <__main__.Word instance at 0x115cddef0>
 <__main__.Word instance at 0x115cdd878>]",Alex,2_0,False,False,"[['see'], ['me'], ['&-um']]",&-ummesee,seeme&-um,0.166666666667,-0.182321556794,False,-0.1823215567939546
100,100,[<__main__.Word instance at 0x115ce03b0>],Alex,2_0,False,True,[['bye']],bye,bye,1.0,0.0,False,-0.0
101,101,"[<__main__.Word instance at 0x115ce03f8>
 <__main__.Word instance at 0x115ce05a8>]",Alex,2_0,False,False,"[['where'], ['go']]",wherego,gowhere,0.5,-0.69314718056,False,-0.6931471805599453
102,102,[<__main__.Word instance at 0x115ce0710>],Alex,2_0,False,True,[['see']],see,see,1.0,0.0,False,-0.0
103,103,[<__main__.Word instance at 0x115ce0a70>],Alex,2_0,False,True,[['see']],see,see,1.0,0.0,False,-0.0
104,104,[<__main__.Word instance at 0x115ce0c20>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
105,105,[<__main__.Word instance at 0x115ce0cf8>],Alex,2_0,False,True,[['two']],two,two,1.0,0.0,False,-0.0
106,106,[<__main__.Word instance at 0x115ce0d88>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
107,107,"[<__main__.Word instance at 0x115ce0f38>
 <__main__.Word instance at 0x115ce0e18>]",Alex,2_0,False,False,"[[""who's""], ['that']]",who'sthat,thatwho's,0.5,-0.69314718056,False,-0.6931471805599453
108,108,"[<__main__.Word instance at 0x115ce4128>
 <__main__.Word instance at 0x115ce42d8>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
109,109,[<__main__.Word instance at 0x115ce4488>],Alex,2_0,False,True,[['eight']],eight,eight,1.0,0.0,False,-0.0
110,110,[<__main__.Word instance at 0x115ce4758>],Alex,2_0,False,True,[['eight']],eight,eight,1.0,0.0,False,-0.0
111,111,"[<__main__.Word instance at 0x115ce4a70>
 <__main__.Word instance at 0x115ce4950>]",Alex,2_0,False,True,"[['eight'], ['eight']]",eighteight,eighteight,0.5,0.69314718056,True,-0.0
112,112,"[<__main__.Word instance at 0x115ce4908>
 <__main__.Word instance at 0x115ce4cb0>]",Alex,2_0,False,True,"[['seven'], ['seven']]",sevenseven,sevenseven,0.5,0.69314718056,True,-0.0
113,113,"[<__main__.Word instance at 0x115ce4d88>
 <__main__.Word instance at 0x115ce47e8>]",Alex,2_0,False,True,"[['three'], ['three']]",threethree,threethree,0.5,0.69314718056,True,-0.0
114,114,[<__main__.Word instance at 0x115ce4b48>],Alex,2_0,False,True,[['dog']],dog,dog,1.0,0.0,False,-0.0
115,115,[<__main__.Word instance at 0x115ce4ab8>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
116,116,[<__main__.Word instance at 0x115ce4e60>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
117,117,[<__main__.Word instance at 0x115ce7170>],Alex,2_0,False,True,[['three']],three,three,1.0,0.0,False,-0.0
118,118,[<__main__.Word instance at 0x115ce73b0>],Alex,2_0,False,True,[['eight']],eight,eight,1.0,0.0,False,-0.0
119,119,[<__main__.Word instance at 0x115ce7488>],Alex,2_0,False,True,[['seven']],seven,seven,1.0,0.0,False,-0.0
120,120,[<__main__.Word instance at 0x115ce7518>],Alex,2_0,False,True,[['seven']],seven,seven,1.0,0.0,False,-0.0
121,121,[<__main__.Word instance at 0x115ce7758>],Alex,2_0,False,True,[['o']],o,o,1.0,0.0,False,-0.0
122,122,"[<__main__.Word instance at 0x115ce77a0>
 <__main__.Word instance at 0x115ce76c8>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
123,123,[<__main__.Word instance at 0x115ce78c0>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
124,124,[<__main__.Word instance at 0x115ce7b90>],Alex,2_0,False,True,[['listen']],listen,listen,1.0,0.0,False,-0.0
125,125,"[<__main__.Word instance at 0x115ce7d40>
 <__main__.Word instance at 0x115ce75a8>]",Alex,2_0,False,False,"[['Dada'], ['where']]",whereDada,Dadawhere,0.5,-0.69314718056,False,-0.6931471805599453
126,126,"[<__main__.Word instance at 0x115ce7e60>
 <__main__.Word instance at 0x115ce7a28>]",Alex,2_0,False,False,"[['two'], ['where']]",wheretwo,twowhere,0.5,-0.69314718056,False,-0.6931471805599453
127,127,[<__main__.Word instance at 0x115ce7ef0>],Alex,2_0,False,True,[['three']],three,three,1.0,0.0,False,-0.0
128,128,[<__main__.Word instance at 0x115cea1b8>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
129,129,[<__main__.Word instance at 0x115cea248>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
130,130,[<__main__.Word instance at 0x115cea3f8>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
131,131,"[<__main__.Word instance at 0x115cea5f0>
 <__main__.Word instance at 0x115cea488>
 <__main__.Word instance at 0x115cea518>]",Alex,2_0,False,False,"[['four'], ['four'], ['three']]",threefourfour,fourthreefour,0.166666666667,-0.182321556794,True,-0.4054651081081643
132,132,[<__main__.Word instance at 0x115cea710>],Alex,2_0,False,True,[['hey']],hey,hey,1.0,0.0,False,-0.0
133,133,[<__main__.Word instance at 0x115cea5a8>],Alex,2_0,False,True,[['hey']],hey,hey,1.0,0.0,False,-0.0
134,134,[<__main__.Word instance at 0x115cea6c8>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
135,135,[<__main__.Word instance at 0x115ceabd8>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
136,136,[<__main__.Word instance at 0x115ceacb0>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
137,137,"[<__main__.Word instance at 0x115ceae60>
 <__main__.Word instance at 0x115cead40>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
138,138,[<__main__.Word instance at 0x115ceaa28>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
139,139,[<__main__.Word instance at 0x115cee128>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
140,140,[<__main__.Word instance at 0x115cee248>],Alex,2_0,False,True,[['hey']],hey,hey,1.0,0.0,False,-0.0
141,141,[<__main__.Word instance at 0x115cee290>],Alex,2_0,False,True,[['no']],no,no,1.0,0.0,False,-0.0
142,142,[<__main__.Word instance at 0x115cee050>],Alex,2_0,False,True,[['whoa']],whoa,whoa,1.0,0.0,False,-0.0
143,143,[<__main__.Word instance at 0x115cee5f0>],Alex,2_0,False,True,[['up']],up,up,1.0,0.0,False,-0.0
144,144,"[<__main__.Word instance at 0x115cee7a0>
 <__main__.Word instance at 0x115ceea70>]",Alex,2_0,False,True,"[['Mom'], ['Mommy']]",MomMommy,MomMommy,0.5,0.69314718056,False,0.6931471805599453
145,145,[<__main__.Word instance at 0x115ceee60>],Alex,2_0,False,True,[['no']],no,no,1.0,0.0,False,-0.0
146,146,[<__main__.Word instance at 0x115ceef80>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
147,147,[<__main__.Word instance at 0x115ceefc8>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
148,148,[<__main__.Word instance at 0x115ceec68>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
149,149,"[<__main__.Word instance at 0x115cf1248>
 <__main__.Word instance at 0x115cf12d8>
 <__main__.Word instance at 0x115cf14d0>
 <__main__.Word instance at 0x115cf1368>]",Alex,2_0,False,False,"[['Mom'], ['Mommy'], ['Mom'], ['Mommy']]",MomMommyMomMommy,MommyMommyMomMom,0.0416666666667,-0.0425596144188,True,-0.1823215567939546
150,150,[<__main__.Word instance at 0x115cf1128>],Alex,2_0,False,True,[['Mom']],Mom,Mom,1.0,0.0,False,-0.0
151,151,"[<__main__.Word instance at 0x115cf15f0>
 <__main__.Word instance at 0x115cf18c0>]",Alex,2_0,False,True,"[['Mommy'], ['Mom']]",MomMommy,MomMommy,0.5,0.69314718056,False,0.6931471805599453
152,152,[<__main__.Word instance at 0x115cf1998>],Alex,2_0,False,True,[['Mom']],Mom,Mom,1.0,0.0,False,-0.0
153,153,[<__main__.Word instance at 0x115cf1b90>],Alex,2_0,False,True,[['oh']],oh,oh,1.0,0.0,False,-0.0
154,154,"[<__main__.Word instance at 0x115cf1c20>
 <__main__.Word instance at 0x115cf1488>]",Alex,2_0,False,True,"[['Elmo'], ['Mommy']]",ElmoMommy,ElmoMommy,0.5,0.69314718056,False,0.6931471805599453
155,155,"[<__main__.Word instance at 0x115cf1cb0>
 <__main__.Word instance at 0x115cf1fc8>
 <__main__.Word instance at 0x115cf1e60>
 <__main__.Word instance at 0x115cf1d88>]",Alex,2_0,False,False,"[['Daddy'], [""where's""], [""where's""], ['Dada']]",where'sDaddywhere'sDada,where'sDadaDaddywhere's,0.0416666666667,-0.0425596144188,True,-0.08701137698962981
156,156,"[<__main__.Word instance at 0x115cf40e0>
 <__main__.Word instance at 0x115cf41b8>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
157,157,"[<__main__.Word instance at 0x115cf4290>
 <__main__.Word instance at 0x115cf4128>
 <__main__.Word instance at 0x115cf4320>]",Alex,2_0,False,True,"[['oh'], ['oh'], ['oh']]",ohohoh,ohohoh,0.166666666667,1.79175946923,True,-0.0
158,158,[<__main__.Word instance at 0x115cf4638>],Alex,2_0,False,True,[['&']],&,&,1.0,0.0,False,-0.0
159,159,[<__main__.Word instance at 0x115cf46c8>],Alex,2_0,False,True,[['&']],&,&,1.0,0.0,False,-0.0
160,160,[<__main__.Word instance at 0x115cf4758>],Alex,2_0,False,True,[['&']],&,&,1.0,0.0,False,-0.0
161,161,"[<__main__.Word instance at 0x115cf4878>
 <__main__.Word instance at 0x115cf44d0>]",Alex,2_0,False,True,"[[""what's"", 'that']]",what'sthat,what'sthat,1.0,0.0,False,-0.0
162,162,[<__main__.Word instance at 0x115cf4b00>],Alex,2_0,False,True,[['a']],a,a,1.0,0.0,False,-0.0
163,163,[<__main__.Word instance at 0x115cf4dd0>],Alex,2_0,False,True,[['b']],b,b,1.0,0.0,False,-0.0
164,164,[<__main__.Word instance at 0x115cf4e60>],Alex,2_0,False,True,[['d']],d,d,1.0,0.0,False,-0.0
165,165,[<__main__.Word instance at 0x115cf4ef0>],Alex,2_0,False,True,[['e']],e,e,1.0,0.0,False,-0.0
166,166,[<__main__.Word instance at 0x115cf7050>],Alex,2_0,False,True,[['f']],f,f,1.0,0.0,False,-0.0
167,167,[<__main__.Word instance at 0x115cf70e0>],Alex,2_0,False,True,[['j']],j,j,1.0,0.0,False,-0.0
168,168,[<__main__.Word instance at 0x115cf75f0>],Alex,2_0,False,True,[['j']],j,j,1.0,0.0,False,-0.0
169,169,[<__main__.Word instance at 0x115cf7680>],Alex,2_0,False,True,[['l']],l,l,1.0,0.0,False,-0.0
170,170,[<__main__.Word instance at 0x115cf7998>],Alex,2_0,False,True,[['m']],m,m,1.0,0.0,False,-0.0
171,171,[<__main__.Word instance at 0x115cf7b48>],Alex,2_0,False,True,[['o']],o,o,1.0,0.0,False,-0.0
172,172,[<__main__.Word instance at 0x115cf7cb0>],Alex,2_0,False,True,[['o']],o,o,1.0,0.0,False,-0.0
173,173,[<__main__.Word instance at 0x115cf7e60>],Alex,2_0,False,True,[['p']],p,p,1.0,0.0,False,-0.0
174,174,[<__main__.Word instance at 0x115cf7ef0>],Alex,2_0,False,True,[['r']],r,r,1.0,0.0,False,-0.0
175,175,[<__main__.Word instance at 0x115cf7cf8>],Alex,2_0,False,True,[['r']],r,r,1.0,0.0,False,-0.0
176,176,[<__main__.Word instance at 0x115cf7f80>],Alex,2_0,False,True,[['s']],s,s,1.0,0.0,False,-0.0
177,177,[<__main__.Word instance at 0x115cfb050>],Alex,2_0,False,True,[['t']],t,t,1.0,0.0,False,-0.0
178,178,[<__main__.Word instance at 0x115cfb200>],Alex,2_0,False,True,[['x']],x,x,1.0,0.0,False,-0.0
