,num,utterance,child,age,skipped,reconstructed,bow,gold,prediction,chance,controlledscore,repetition,correctedscore
21,21,"[<__main__.Word instance at 0x1116a0290>
 <__main__.Word instance at 0x1116a07a0>]",Alex,2_0,False,True,"[['no'], ['no']]",nono,nono,0.5,0.69314718056,True,-0.0
22,22,[<__main__.Word instance at 0x1116a09e0>],Alex,2_0,False,True,[['no']],no,no,1.0,0.0,False,-0.0
23,23,[<__main__.Word instance at 0x1116a0ab8>],Alex,2_0,False,True,[['pumpkin']],pumpkin,pumpkin,1.0,0.0,False,-0.0
24,24,[<__main__.Word instance at 0x1116a0a28>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
25,25,[<__main__.Word instance at 0x1116a0b00>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
26,26,"[<__main__.Word instance at 0x1116a0bd8>
 <__main__.Word instance at 0x1116a0e18>
 <__main__.Word instance at 0x1116a0cb0>
 <__main__.Word instance at 0x1116a0ef0>]",Alex,2_0,False,False,"[['I'], ['want'], [""don't""], ['to']]",Idon'twantto,don'twanttoI,0.0416666666667,-0.0425596144188,False,-0.04255961441879589
27,27,"[<__main__.Word instance at 0x1116a0e60>
 <__main__.Word instance at 0x1116a0d88>]",Alex,2_0,False,False,"[['baby'], ['a']]",ababy,babya,0.5,-0.69314718056,False,-0.6931471805599453
28,28,[<__main__.Word instance at 0x1116a3290>],Alex,2_0,False,True,[['the']],the,the,1.0,0.0,False,-0.0
29,29,[<__main__.Word instance at 0x1116a3488>],Alex,2_0,False,True,[['oh']],oh,oh,1.0,0.0,False,-0.0
30,30,[<__main__.Word instance at 0x1116a3560>],Alex,2_0,False,True,[['a']],a,a,1.0,0.0,False,-0.0
31,31,[<__main__.Word instance at 0x1116a3638>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
32,32,"[<__main__.Word instance at 0x1116a3710>
 <__main__.Word instance at 0x1116a37e8>]",Alex,2_0,False,False,"[[""what's""], ['that']]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
33,33,[<__main__.Word instance at 0x1116a38c0>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
34,34,[<__main__.Word instance at 0x1116a3998>],Alex,2_0,False,True,[['Ma']],Ma,Ma,1.0,0.0,False,-0.0
35,35,"[<__main__.Word instance at 0x1116a3a70>
 <__main__.Word instance at 0x1116a3908>]",Alex,2_0,False,False,"[['that'], [""what's""]]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
36,36,[<__main__.Word instance at 0x1116a35a8>],Alex,2_0,False,True,[['up']],up,up,1.0,0.0,False,-0.0
37,37,[<__main__.Word instance at 0x1116a39e0>],Alex,2_0,False,True,[['down']],down,down,1.0,0.0,False,-0.0
38,38,[<__main__.Word instance at 0x1116a3b90>],Alex,2_0,False,True,[['up']],up,up,1.0,0.0,False,-0.0
39,39,[<__main__.Word instance at 0x1116a3c68>],Alex,2_0,False,True,[['up']],up,up,1.0,0.0,False,-0.0
40,40,"[<__main__.Word instance at 0x1116a3d40>
 <__main__.Word instance at 0x1116a3f80>]",Alex,2_0,False,False,"[[""what's""], ['that']]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
41,41,[<__main__.Word instance at 0x1116a3ab8>],Alex,2_0,False,True,[['a']],a,a,1.0,0.0,False,-0.0
42,42,[<__main__.Word instance at 0x1116a3440>],Alex,2_0,False,True,[['b']],b,b,1.0,0.0,False,-0.0
43,43,"[<__main__.Word instance at 0x1116aa050>
 <__main__.Word instance at 0x1116aa200>]",Alex,2_0,False,False,"[[""where's""], ['it']]",where'sit,itwhere's,0.5,-0.69314718056,False,-0.6931471805599453
44,44,[<__main__.Word instance at 0x1116aa3f8>],Alex,2_0,False,True,[['please']],please,please,1.0,0.0,False,-0.0
45,45,[<__main__.Word instance at 0x1116aa4d0>],Alex,2_0,False,True,[['that']],that,that,1.0,0.0,False,-0.0
46,46,[<__main__.Word instance at 0x1116aa5a8>],Alex,2_0,False,True,[['star']],star,star,1.0,0.0,False,-0.0
47,47,[<__main__.Word instance at 0x1116aa680>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
48,48,[<__main__.Word instance at 0x1116aa710>],Alex,2_0,False,True,[['purple']],purple,purple,1.0,0.0,False,-0.0
49,49,[<__main__.Word instance at 0x1116aa8c0>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
50,50,[<__main__.Word instance at 0x1116aa830>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
51,51,[<__main__.Word instance at 0x1116aa5f0>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
52,52,[<__main__.Word instance at 0x1116aaa28>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
53,53,[<__main__.Word instance at 0x1116aab00>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
54,54,[<__main__.Word instance at 0x1116aa290>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
55,55,[<__main__.Word instance at 0x1116aacb0>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
56,56,[<__main__.Word instance at 0x1116aabd8>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
57,57,[<__main__.Word instance at 0x1116aa878>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
58,58,[<__main__.Word instance at 0x1116a7098>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
59,59,[<__main__.Word instance at 0x1116a7290>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
60,60,[<__main__.Word instance at 0x1116a7320>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
61,61,[<__main__.Word instance at 0x1116a73f8>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
62,62,[<__main__.Word instance at 0x1116a71b8>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
63,63,[<__main__.Word instance at 0x1116a7440>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
64,64,[<__main__.Word instance at 0x1116a7518>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
65,65,[<__main__.Word instance at 0x1116a7488>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
66,66,[<__main__.Word instance at 0x1116a7368>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
67,67,[<__main__.Word instance at 0x1116a7908>],Alex,2_0,False,True,[['red']],red,red,1.0,0.0,False,-0.0
68,68,[<__main__.Word instance at 0x1116a7bd8>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
69,69,[<__main__.Word instance at 0x1116a7cf8>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
70,70,[<__main__.Word instance at 0x1116a7d88>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
71,71,[<__main__.Word instance at 0x1116a7f38>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
72,72,"[<__main__.Word instance at 0x1116a7b90>
 <__main__.Word instance at 0x1116a7ef0>]",Alex,2_0,False,False,"[[""what's""], ['that']]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
73,73,[<__main__.Word instance at 0x1116ae200>],Alex,2_0,False,True,[['Mom']],Mom,Mom,1.0,0.0,False,-0.0
74,74,"[<__main__.Word instance at 0x1116ae2d8>
 <__main__.Word instance at 0x1116ae098>]",Alex,2_0,False,False,"[['that'], [""what's""]]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
75,75,[<__main__.Word instance at 0x1116ae5f0>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
76,76,[<__main__.Word instance at 0x1116ae6c8>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
77,77,[<__main__.Word instance at 0x1116ae7a0>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
78,78,[<__main__.Word instance at 0x1116ae8c0>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
79,79,"[<__main__.Word instance at 0x1116ae950>
 <__main__.Word instance at 0x1116ae7e8>
 <__main__.Word instance at 0x1116aea28>]",Alex,2_0,False,False,"[['yeah'], ['oh'], ['Mommy']]",ohyeahMommy,Mommyyeahoh,0.166666666667,-0.182321556794,False,-0.1823215567939546
80,80,[<__main__.Word instance at 0x1116aeb00>],Alex,2_0,False,True,[['that']],that,that,1.0,0.0,False,-0.0
81,81,[<__main__.Word instance at 0x1116aebd8>],Alex,2_0,False,True,[['what']],what,what,1.0,0.0,False,-0.0
82,82,[<__main__.Word instance at 0x1116aec68>],Alex,2_0,False,True,[['that']],that,that,1.0,0.0,False,-0.0
83,83,[<__main__.Word instance at 0x1116aecf8>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
84,84,[<__main__.Word instance at 0x1116aeb48>],Alex,2_0,False,True,[['Mom']],Mom,Mom,1.0,0.0,False,-0.0
85,85,[<__main__.Word instance at 0x1116aefc8>],Alex,2_0,False,True,[['eight']],eight,eight,1.0,0.0,False,-0.0
86,86,"[<__main__.Word instance at 0x1116b1170>
 <__main__.Word instance at 0x1116b1248>]",Alex,2_0,False,False,"[['that'], [""what's""]]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
87,87,"[<__main__.Word instance at 0x1116b1368>
 <__main__.Word instance at 0x1116b1050>]",Alex,2_0,False,True,"[['right'], ['there']]",rightthere,rightthere,0.5,0.69314718056,False,0.6931471805599453
88,88,[<__main__.Word instance at 0x1116b1290>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
89,89,[<__main__.Word instance at 0x1116b16c8>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
90,90,"[<__main__.Word instance at 0x1116b17e8>
 <__main__.Word instance at 0x1116b11b8>]",Alex,2_0,False,True,"[['one'], ['two']]",onetwo,onetwo,0.5,0.69314718056,False,0.6931471805599453
91,91,"[<__main__.Word instance at 0x1116b1638>
 <__main__.Word instance at 0x1116b1950>]",Alex,2_0,False,True,"[['that'], ['one']]",thatone,thatone,0.5,0.69314718056,False,0.6931471805599453
92,92,[<__main__.Word instance at 0x1116b1a28>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
93,93,"[<__main__.Word instance at 0x1116b1998>
 <__main__.Word instance at 0x1116b1bd8>]",Alex,2_0,False,False,"[['one'], ['oh']]",ohone,oneoh,0.5,-0.69314718056,False,-0.6931471805599453
94,94,"[<__main__.Word instance at 0x1116b1c68>
 <__main__.Word instance at 0x1116b1830>
 <__main__.Word instance at 0x1116b1d88>]",Alex,2_0,False,True,"[['let'], ['see'], ['me']]",letmesee,letmesee,0.166666666667,1.79175946923,False,1.791759469228055
95,95,"[<__main__.Word instance at 0x1116b1ea8>
 <__main__.Word instance at 0x1116b15a8>
 <__main__.Word instance at 0x1116b1f80>]",Alex,2_0,False,True,"[['let'], ['see'], ['me']]",letmesee,letmesee,0.166666666667,1.79175946923,False,1.791759469228055
96,96,[<__main__.Word instance at 0x1116b1e18>],Alex,2_0,False,True,[['ooh']],ooh,ooh,1.0,0.0,False,-0.0
97,97,[<__main__.Word instance at 0x1116b1ef0>],Alex,2_0,False,True,[['Elmo']],Elmo,Elmo,1.0,0.0,False,-0.0
98,98,[<__main__.Word instance at 0x1116b4098>],Alex,2_0,False,True,[['Elmo']],Elmo,Elmo,1.0,0.0,False,-0.0
99,99,"[<__main__.Word instance at 0x1116b4368>
 <__main__.Word instance at 0x1116b43f8>
 <__main__.Word instance at 0x1116b42d8>]",Alex,2_0,False,False,"[['me'], ['see'], ['&-um']]",&-ummesee,seeme&-um,0.166666666667,-0.182321556794,False,-0.1823215567939546
100,100,[<__main__.Word instance at 0x1116b4248>],Alex,2_0,False,True,[['bye']],bye,bye,1.0,0.0,False,-0.0
101,101,"[<__main__.Word instance at 0x1116b4440>
 <__main__.Word instance at 0x1116b4680>]",Alex,2_0,False,False,"[['where'], ['go']]",wherego,gowhere,0.5,-0.69314718056,False,-0.6931471805599453
102,102,[<__main__.Word instance at 0x1116b45f0>],Alex,2_0,False,True,[['see']],see,see,1.0,0.0,False,-0.0
103,103,[<__main__.Word instance at 0x1116b46c8>],Alex,2_0,False,True,[['see']],see,see,1.0,0.0,False,-0.0
104,104,[<__main__.Word instance at 0x1116b47a0>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
105,105,[<__main__.Word instance at 0x1116b4878>],Alex,2_0,False,True,[['two']],two,two,1.0,0.0,False,-0.0
106,106,[<__main__.Word instance at 0x1116b4950>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
107,107,"[<__main__.Word instance at 0x1116b4a28>
 <__main__.Word instance at 0x1116b4c68>]",Alex,2_0,False,False,"[['that'], [""who's""]]",who'sthat,thatwho's,0.5,-0.69314718056,False,-0.6931471805599453
108,108,"[<__main__.Word instance at 0x1116b4cf8>
 <__main__.Word instance at 0x1116b4bd8>]",Alex,2_0,False,False,"[['that'], [""what's""]]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
109,109,[<__main__.Word instance at 0x1116b4d88>],Alex,2_0,False,True,[['eight']],eight,eight,1.0,0.0,False,-0.0
110,110,[<__main__.Word instance at 0x1116b41b8>],Alex,2_0,False,True,[['eight']],eight,eight,1.0,0.0,False,-0.0
111,111,"[<__main__.Word instance at 0x1116b4ea8>
 <__main__.Word instance at 0x1116b4518>]",Alex,2_0,False,True,"[['eight'], ['eight']]",eighteight,eighteight,0.5,0.69314718056,True,-0.0
112,112,"[<__main__.Word instance at 0x1116b8290>
 <__main__.Word instance at 0x1116b8128>]",Alex,2_0,False,True,"[['seven'], ['seven']]",sevenseven,sevenseven,0.5,0.69314718056,True,-0.0
113,113,"[<__main__.Word instance at 0x1116b8440>
 <__main__.Word instance at 0x1116b82d8>]",Alex,2_0,False,True,"[['three'], ['three']]",threethree,threethree,0.5,0.69314718056,True,-0.0
114,114,[<__main__.Word instance at 0x1116b83b0>],Alex,2_0,False,True,[['dog']],dog,dog,1.0,0.0,False,-0.0
115,115,[<__main__.Word instance at 0x1116b8488>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
116,116,[<__main__.Word instance at 0x1116b8560>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
117,117,[<__main__.Word instance at 0x1116b8638>],Alex,2_0,False,True,[['three']],three,three,1.0,0.0,False,-0.0
118,118,[<__main__.Word instance at 0x1116b87e8>],Alex,2_0,False,True,[['eight']],eight,eight,1.0,0.0,False,-0.0
119,119,[<__main__.Word instance at 0x1116b87a0>],Alex,2_0,False,True,[['seven']],seven,seven,1.0,0.0,False,-0.0
120,120,[<__main__.Word instance at 0x1116b8b48>],Alex,2_0,False,True,[['seven']],seven,seven,1.0,0.0,False,-0.0
121,121,[<__main__.Word instance at 0x1116b8d40>],Alex,2_0,False,True,[['o']],o,o,1.0,0.0,False,-0.0
122,122,"[<__main__.Word instance at 0x1116b8dd0>
 <__main__.Word instance at 0x1116b8878>]",Alex,2_0,False,False,"[[""what's""], ['that']]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
123,123,[<__main__.Word instance at 0x1116b8e60>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
124,124,[<__main__.Word instance at 0x1116b8710>],Alex,2_0,False,True,[['listen']],listen,listen,1.0,0.0,False,-0.0
125,125,"[<__main__.Word instance at 0x1116bb098>
 <__main__.Word instance at 0x1116bb2d8>]",Alex,2_0,False,False,"[['Dada'], ['where']]",whereDada,Dadawhere,0.5,-0.69314718056,False,-0.6931471805599453
126,126,"[<__main__.Word instance at 0x1116bb128>
 <__main__.Word instance at 0x1116bb518>]",Alex,2_0,False,False,"[['where'], ['two']]",wheretwo,twowhere,0.5,-0.69314718056,False,-0.6931471805599453
127,127,[<__main__.Word instance at 0x1116bb680>],Alex,2_0,False,True,[['three']],three,three,1.0,0.0,False,-0.0
128,128,[<__main__.Word instance at 0x1116bb3b0>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
129,129,[<__main__.Word instance at 0x1116bb7e8>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
130,130,[<__main__.Word instance at 0x1116bb8c0>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
131,131,"[<__main__.Word instance at 0x1116bb998>
 <__main__.Word instance at 0x1116bbbd8>
 <__main__.Word instance at 0x1116bb320>]",Alex,2_0,False,False,"[['four'], ['three'], ['four']]",threefourfour,fourthreefour,0.166666666667,-0.182321556794,True,-0.4054651081081643
132,132,[<__main__.Word instance at 0x1116bbc20>],Alex,2_0,False,True,[['hey']],hey,hey,1.0,0.0,False,-0.0
133,133,[<__main__.Word instance at 0x1116bba70>],Alex,2_0,False,True,[['hey']],hey,hey,1.0,0.0,False,-0.0
134,134,[<__main__.Word instance at 0x1116bbb48>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
135,135,[<__main__.Word instance at 0x1116bb440>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
136,136,[<__main__.Word instance at 0x1116be1b8>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
137,137,"[<__main__.Word instance at 0x1116be368>
 <__main__.Word instance at 0x1116be248>]",Alex,2_0,False,False,"[[""what's""], ['that']]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
138,138,[<__main__.Word instance at 0x1116be3f8>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
139,139,[<__main__.Word instance at 0x1116be320>],Alex,2_0,False,True,[['one']],one,one,1.0,0.0,False,-0.0
140,140,[<__main__.Word instance at 0x1116be5a8>],Alex,2_0,False,True,[['hey']],hey,hey,1.0,0.0,False,-0.0
141,141,[<__main__.Word instance at 0x1116be680>],Alex,2_0,False,True,[['no']],no,no,1.0,0.0,False,-0.0
142,142,[<__main__.Word instance at 0x1116be758>],Alex,2_0,False,True,[['whoa']],whoa,whoa,1.0,0.0,False,-0.0
143,143,[<__main__.Word instance at 0x1116be830>],Alex,2_0,False,True,[['up']],up,up,1.0,0.0,False,-0.0
144,144,"[<__main__.Word instance at 0x1116beb48>
 <__main__.Word instance at 0x1116be9e0>]",Alex,2_0,False,False,"[['Mommy'], ['Mom']]",MomMommy,MommyMom,0.5,-0.69314718056,False,-0.6931471805599453
145,145,[<__main__.Word instance at 0x1116beab8>],Alex,2_0,False,True,[['no']],no,no,1.0,0.0,False,-0.0
146,146,[<__main__.Word instance at 0x1116beb90>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
147,147,[<__main__.Word instance at 0x1116bec68>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
148,148,[<__main__.Word instance at 0x1116bed40>],Alex,2_0,False,True,[['Mommy']],Mommy,Mommy,1.0,0.0,False,-0.0
149,149,"[<__main__.Word instance at 0x1116bee18>
 <__main__.Word instance at 0x1116beef0>
 <__main__.Word instance at 0x1116be908>
 <__main__.Word instance at 0x1116c2050>]",Alex,2_0,False,False,"[['Mom'], ['Mommy'], ['Mommy'], ['Mom']]",MomMommyMomMommy,MommyMomMomMommy,0.0416666666667,-0.0425596144188,True,-0.1823215567939546
150,150,[<__main__.Word instance at 0x1116c20e0>],Alex,2_0,False,True,[['Mom']],Mom,Mom,1.0,0.0,False,-0.0
151,151,"[<__main__.Word instance at 0x1116c2290>
 <__main__.Word instance at 0x1116c2560>]",Alex,2_0,False,False,"[['Mom'], ['Mommy']]",MomMommy,MommyMom,0.5,-0.69314718056,False,-0.6931471805599453
152,152,[<__main__.Word instance at 0x1116c2758>],Alex,2_0,False,True,[['Mom']],Mom,Mom,1.0,0.0,False,-0.0
153,153,[<__main__.Word instance at 0x1116c27e8>],Alex,2_0,False,True,[['oh']],oh,oh,1.0,0.0,False,-0.0
154,154,"[<__main__.Word instance at 0x1116c2998>
 <__main__.Word instance at 0x1116c2878>]",Alex,2_0,False,False,"[['Mommy'], ['Elmo']]",ElmoMommy,MommyElmo,0.5,-0.69314718056,False,-0.6931471805599453
155,155,"[<__main__.Word instance at 0x1116c2a70>
 <__main__.Word instance at 0x1116c2cb0>
 <__main__.Word instance at 0x1116c2950>
 <__main__.Word instance at 0x1116c2d88>]",Alex,2_0,False,False,"[[""where's""], [""where's""], ['Dada'], ['Daddy']]",where'sDaddywhere'sDada,Dadawhere'sDaddywhere's,0.0416666666667,-0.0425596144188,True,-0.08701137698962981
156,156,"[<__main__.Word instance at 0x1116c2e18>
 <__main__.Word instance at 0x1116c2fc8>]",Alex,2_0,False,False,"[[""what's""], ['that']]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
157,157,"[<__main__.Word instance at 0x1116c2b90>
 <__main__.Word instance at 0x1116c2f38>
 <__main__.Word instance at 0x1116c2cf8>]",Alex,2_0,False,True,"[['oh'], ['oh'], ['oh']]",ohohoh,ohohoh,0.166666666667,1.79175946923,True,-0.0
158,158,[<__main__.Word instance at 0x1116c52d8>],Alex,2_0,True,,,&,,,,NaN,NaN
159,159,[<__main__.Word instance at 0x1116c5098>],Alex,2_0,True,,,&,,,,NaN,NaN
160,160,[<__main__.Word instance at 0x1116c55f0>],Alex,2_0,True,,,&,,,,NaN,NaN
161,161,"[<__main__.Word instance at 0x1116c5758>
 <__main__.Word instance at 0x1116c5638>]",Alex,2_0,False,False,"[['that'], [""what's""]]",what'sthat,thatwhat's,0.5,-0.69314718056,False,-0.6931471805599453
162,162,[<__main__.Word instance at 0x1116c5830>],Alex,2_0,False,True,[['a']],a,a,1.0,0.0,False,-0.0
163,163,[<__main__.Word instance at 0x1116c59e0>],Alex,2_0,False,True,[['b']],b,b,1.0,0.0,False,-0.0
164,164,[<__main__.Word instance at 0x1116c5560>],Alex,2_0,False,True,[['d']],d,d,1.0,0.0,False,-0.0
165,165,[<__main__.Word instance at 0x1116c5b90>],Alex,2_0,True,,,e,,,,NaN,NaN
166,166,[<__main__.Word instance at 0x1116c5c68>],Alex,2_0,True,,,f,,,,NaN,NaN
167,167,[<__main__.Word instance at 0x1116c5908>],Alex,2_0,True,,,j,,,,NaN,NaN
168,168,[<__main__.Word instance at 0x1116c5b00>],Alex,2_0,True,,,j,,,,NaN,NaN
169,169,[<__main__.Word instance at 0x1116c8098>],Alex,2_0,True,,,l,,,,NaN,NaN
170,170,[<__main__.Word instance at 0x1116c8248>],Alex,2_0,True,,,m,,,,NaN,NaN
171,171,[<__main__.Word instance at 0x1116c82d8>],Alex,2_0,False,True,[['o']],o,o,1.0,0.0,False,-0.0
172,172,[<__main__.Word instance at 0x1116c84d0>],Alex,2_0,False,True,[['o']],o,o,1.0,0.0,False,-0.0
173,173,[<__main__.Word instance at 0x1116c8128>],Alex,2_0,True,,,p,,,,NaN,NaN
174,174,[<__main__.Word instance at 0x1116c8680>],Alex,2_0,True,,,r,,,,NaN,NaN
175,175,[<__main__.Word instance at 0x1116c8830>],Alex,2_0,True,,,r,,,,NaN,NaN
176,176,[<__main__.Word instance at 0x1116c85f0>],Alex,2_0,False,True,[['s']],s,s,1.0,0.0,False,-0.0
177,177,[<__main__.Word instance at 0x1116c8ab8>],Alex,2_0,False,True,[['t']],t,t,1.0,0.0,False,-0.0
178,178,[<__main__.Word instance at 0x1116c8950>],Alex,2_0,True,,,x,,,,NaN,NaN
179,179,[<__main__.Word instance at 0x1116c83b0>],Alex,2_0,False,True,[['y']],y,y,1.0,0.0,False,-0.0
